Fate,Sex,Boat.dibs,Age,Title,Class,Deck,Side,Fare,Fare.pp,Embarked,Family,RanN
Perished,male,No,30,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,0.195337496697903
Perished,male,No,43,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,1.33423967752606
Survived,female,Yes,35,Mrs,First,C,port,52,13,S,3,2.74004672886804
Survived,female,Yes,40,Mrs,Second,UNK,UNK,39,7.8,S,4,0.432643401436508
Perished,male,No,31,Mr,First,B,starboard,52,13,S,3,6.76872242474928
Perished,male,No,70,Mr,Second,UNK,UNK,10.5,3.5,S,2,1.88785948557779
Survived,male,No,31,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,7.77606455609202
Perished,male,No,30,Mr,Second,UNK,UNK,15.0229,5.00763333333333,S,2,3.1438350235112
Perished,male,No,18,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,2.15935494285077
Perished,male,No,24.5,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,4.72366734407842
Survived,female,Yes,18,Miss,Third,UNK,UNK,9.8417,3.28056666666667,S,2,6.68842433253303
Perished,female,Yes,43,Mrs,Third,UNK,UNK,46.9,4.69,S,9,7.99130700761452
Survived,male,No,36,Mr,First,B,starboard,512.3292,128.0823,C,3,7.79178702970967
Perished,female,Yes,21,Miss,Third,UNK,UNK,8.1375,2.7125,Q,2,7.92595901992172
Survived,male,No,27,Mr,First,D,starboard,76.7292,25.5764,C,2,4.75273869000375
Perished,male,No,20,Mr,Third,UNK,UNK,9.225,3.075,S,2,3.4209858183749
Perished,male,Yes,14,Mr,Third,UNK,UNK,46.9,4.69,S,9,2.49266492668539
Perished,male,No,60,Mr,Second,UNK,UNK,39,7.8,S,4,9.17577511165291
Perished,male,No,25,Mr,Second,UNK,UNK,41.5792,6.92986666666667,C,5,6.02126995334402
Perished,male,Yes,14,Mr,Third,UNK,UNK,39.6875,4.9609375,S,7,2.79968880815431
Perished,male,No,19,Mr,Third,UNK,UNK,10.1708,3.39026666666667,S,2,5.57025005575269
Perished,male,No,18,Mr,Third,UNK,UNK,7.7958,2.5986,S,2,4.681124354247
Survived,female,Yes,15,Miss,First,B,starboard,211.3375,52.834375,S,3,0.87211336940527
Survived,male,No,31,Mr,First,B,port,57,14.25,S,3,2.62229984393343
Survived,female,Yes,4,Miss,Third,UNK,UNK,13.4167,3.354175,C,3,3.39259108528495
Survived,male,No,30,Mr,Third,UNK,UNK,56.4958,18.8319333333333,S,2,3.89092851197347
Perished,male,No,25,Mr,Third,UNK,UNK,7.225,2.40833333333333,C,2,7.88031738251448
Perished,male,No,60,Noble,First,UNK,UNK,26.55,8.85,S,2,5.1702133868821
Perished,male,No,52,Mr,Second,UNK,UNK,13.5,4.5,S,2,2.95845141634345
Perished,male,No,44,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,4.25995503552258
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.7333,2.57776666666667,Q,2,3.841535190586
Perished,male,No,49,Mr,First,C,port,110.8833,22.17666,C,4,4.3906888528727
Perished,male,No,42,Mr,Third,F,starboard,7.65,2.55,S,2,6.57403777120635
Survived,female,Yes,18,Mrs,First,C,port,227.525,56.88125,C,3,3.64880600711331
Survived,male,No,35,Mr,First,E,port,26.2875,8.7625,S,2,5.67848258186132
Perished,female,Yes,18,Miss,Third,UNK,UNK,14.4542,3.61355,C,3,9.28091048728675
Perished,male,No,25,Mr,Third,UNK,UNK,7.7417,2.58056666666667,Q,2,9.5759764011018
Perished,male,No,26,Mr,Third,UNK,UNK,7.8542,1.96355,S,3,1.06962617021054
Perished,male,No,39,Mr,Second,UNK,UNK,26,8.66666666666667,S,2,3.32414811244234
Survived,female,Yes,45,Mrs,Second,UNK,UNK,13.5,4.5,S,2,3.94840682856739
Survived,male,No,42,Mr,First,E,port,26.2875,8.7625,S,2,2.51086171483621
Survived,female,Yes,22,Miss,First,UNK,UNK,151.55,50.5166666666667,S,2,8.88549310853705
Survived,male,Yes,3.5,Master,Third,UNK,UNK,15.2458,3.04916,C,4,0.972537328489125
Survived,female,Yes,24,Miss,First,C,port,49.5042,16.5014,C,2,4.39663650467992
Perished,male,No,30,Mr,First,C,port,26.55,8.85,S,2,4.26882064435631
Survived,male,No,48,Mr,First,C,port,52,13,S,3,4.73074068780988
Perished,male,No,29,Mr,Third,UNK,UNK,9.4833,3.1611,S,2,1.2823737738654
Perished,male,No,52,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,7.75549940997735
Perished,male,No,19,Mr,Third,F,starboard,7.65,2.55,S,2,6.7595200939104
Survived,female,Yes,38,Miss,First,C,starboard,227.525,75.8416666666667,C,2,0.82264292286709
Survived,female,Yes,27,Miss,Second,E,starboard,10.5,3.5,S,2,5.01058370573446
Perished,male,No,30,Mr,Third,UNK,UNK,15.5,5.16666666666667,Q,2,2.66099805710837
Perished,male,No,33,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,5.87305805878714
Survived,female,Yes,6,Miss,Second,UNK,UNK,33,8.25,S,3,6.03161743143573
Perished,male,No,17,Mr,Third,UNK,UNK,7.0542,1.76355,S,3,0.719371142331511
Perished,male,No,34,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,9.10431642085314
Perished,male,No,50,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,8.82380619877949
Survived,male,No,27,Mr,First,E,port,53.1,13.275,S,3,4.59920862689614
Perished,male,No,20,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,3.46166147850454
Survived,female,Yes,30,Mrs,Second,UNK,UNK,21,3.5,S,5,7.41268693236634
Survived,female,Yes,21,Miss,Third,UNK,UNK,7.7375,2.57916666666667,Q,2,3.74960231827572
Perished,male,No,25,Mr,Second,UNK,UNK,26,6.5,S,3,5.86324094794691
Perished,female,Yes,25,Miss,Third,UNK,UNK,7.925,1.98125,S,3,6.4854866056703
Survived,female,Yes,29,Miss,First,B,starboard,211.3375,70.4458333333333,S,2,6.57914679031819
Perished,male,Yes,11,Mr,Third,UNK,UNK,18.7875,6.2625,C,2,7.29626913322136
Perished,male,No,30,Mr,Second,UNK,UNK,15.0229,5.00763333333333,S,2,8.05684498976916
Perished,male,No,23,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,8.82926681544632
Perished,male,No,23,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,3.33498247666284
Perished,male,No,28.5,Mr,Third,UNK,UNK,16.1,5.36666666666667,S,2,0.954312412068248
Perished,female,Yes,48,Mrs,Third,UNK,UNK,34.375,4.91071428571429,S,6,1.55783341731876
Survived,male,No,35,Mr,First,B,starboard,512.3292,170.7764,C,2,8.66673505399376
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,5.31176723306999
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,6.21080504031852
Survived,male,No,30,Mr,First,D,starboard,30,10,S,2,6.10600981628522
Perished,male,No,36,Mr,First,C,port,78.85,19.7125,S,3,0.667994199320674
Survived,female,Yes,21,Miss,First,B,port,262.375,37.4821428571429,C,6,8.51441698148847
Perished,male,No,24,Mr,Third,UNK,UNK,16.1,4.025,S,3,7.28834341280162
Survived,male,No,31,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,3.15489270258695
Perished,male,No,70,Noble,First,B,port,71,14.2,S,4,3.33394147455692
Perished,male,No,16,Mr,Third,UNK,UNK,20.25,4.05,S,4,1.20055155130103
Survived,female,Yes,30,Miss,Second,UNK,UNK,13,4.33333333333333,S,2,1.96940904017538
Perished,male,No,19,Mr,First,D,port,53.1,13.275,S,3,4.5577269140631
Perished,male,No,31,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,7.90901698637754
Survived,female,Yes,4,Miss,Second,UNK,UNK,23,4.6,S,4,8.55040093651041
Survived,male,Yes,6,Master,Third,E,starboard,12.475,3.11875,S,3,6.27581042936072
Perished,male,No,33,Mr,Third,UNK,UNK,9.5,3.16666666666667,S,2,5.40289519820362
Perished,male,No,23,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,1.1906118504703
Survived,female,Yes,48,Mrs,Second,UNK,UNK,65,10.8333333333333,S,5,5.10382022475824
Survived,male,Yes,0.67,Master,Second,UNK,UNK,14.5,2.9,S,4,8.35618129465729
Perished,male,No,28,Mr,Third,UNK,UNK,7.7958,2.5986,S,2,5.82633410347626
Perished,male,No,18,Mr,Second,UNK,UNK,11.5,3.83333333333333,S,2,5.13586587505415
Perished,male,No,34,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,5.18366331933066
Survived,female,Yes,33,Mrs,First,B,starboard,86.5,28.8333333333333,S,2,1.95606443099678
Perished,male,No,30,Mr,Third,UNK,UNK,14.5,4.83333333333333,S,2,3.31569903064519
Perished,male,No,41,Mr,Third,UNK,UNK,7.125,2.375,S,2,2.21048393286765
Survived,male,No,20,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,6.07725892448798
Survived,female,Yes,36,Mrs,First,B,port,120,20,S,5,2.36279472941533
Perished,male,No,16,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,1.79892739281058
Survived,female,Yes,51,Mrs,First,D,starboard,77.9583,19.489575,S,3,2.11630036123097
Perished,male,No,46.5,Noble,First,UNK,UNK,39.6,13.2,C,2,7.57697229040787
Perished,female,Yes,30.5,Miss,Third,UNK,UNK,7.75,2.58333333333333,Q,2,9.25263525452465
Perished,male,No,30,Mr,Third,UNK,UNK,24.15,6.0375,Q,3,3.97007759893313
Perished,male,No,32,Mr,Third,UNK,UNK,8.3625,2.7875,S,2,5.35810598405078
Perished,male,No,24,Mr,Third,UNK,UNK,9.5,3.16666666666667,S,2,9.27129957126454
Perished,male,No,48,Mr,Third,UNK,UNK,7.8542,2.61806666666667,S,2,8.00122338347137
Perished,female,Yes,57,Mrs,Second,E,starboard,10.5,3.5,S,2,4.30151317967102
Perished,male,No,30,Mr,Third,UNK,UNK,7.225,2.40833333333333,C,2,7.37854498904198
Survived,female,Yes,54,Mrs,Second,UNK,UNK,23,3.28571428571429,S,6,2.41129401139915
Perished,male,No,18,Mr,Third,UNK,UNK,7.75,2.58333333333333,S,2,6.06864711735398
Perished,male,No,30,Mr,Third,F,port,7.75,2.58333333333333,Q,2,0.948174584191293
Survived,female,Yes,5,Miss,Third,UNK,UNK,12.475,4.15833333333333,S,2,2.24440874997526
Perished,male,No,30,Mr,Third,UNK,UNK,7.7375,2.57916666666667,Q,2,3.04194038035348
Survived,female,Yes,43,Mrs,First,B,starboard,211.3375,52.834375,S,3,3.00085719907656
Survived,female,Yes,13,Miss,Third,UNK,UNK,7.2292,2.40973333333333,C,2,8.53328854311258
Survived,female,Yes,17,Mrs,First,B,port,57,14.25,S,3,4.13031698670238
Perished,male,No,29,Mr,First,D,port,30,10,S,2,3.50459360284731
Perished,male,No,30,Mr,Third,UNK,UNK,23.45,3.90833333333333,S,5,8.46583710517734
Perished,male,No,25,Mr,Third,UNK,UNK,7.05,2.35,S,2,0.581881322432309
Perished,male,No,25,Mr,Third,UNK,UNK,7.25,2.41666666666667,S,2,5.59887493727729
Survived,female,Yes,18,Miss,Third,UNK,UNK,7.4958,2.4986,S,2,8.11744724866003
Perished,male,Yes,8,Master,Third,UNK,UNK,29.125,3.640625,Q,7,5.15814437065274
Survived,male,Yes,1,Master,Third,UNK,UNK,20.575,3.42916666666667,S,5,1.41077319160104
Perished,male,No,46,Mr,First,B,port,79.2,26.4,C,2,5.40375123498961
Perished,male,No,30,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,7.58985564112663
Perished,male,No,16,Mr,Second,UNK,UNK,26,8.66666666666667,S,2,2.24315691972151
Perished,female,Yes,21,Miss,Third,UNK,UNK,69.55,6.32272727272727,S,10,5.64918735995889
Perished,male,No,30,Mr,First,UNK,UNK,30.6958,10.2319333333333,C,2,0.553594459779561
Perished,male,No,25,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,0.375538393855095
Perished,male,No,39,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,6.79500677855685
Survived,female,Yes,49,Noble,First,D,starboard,25.9292,8.64306666666667,S,2,8.14868279499933
Survived,female,Yes,31,Mrs,Third,UNK,UNK,8.6833,2.89443333333333,S,2,3.35075705312192
Perished,male,No,30,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,1.09901484334841
Perished,female,Yes,30,Mrs,Third,UNK,UNK,24.15,4.83,S,4,7.68662004731596
Perished,male,No,34,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,4.48315227637067
Survived,female,Yes,31,Mrs,Second,UNK,UNK,26.25,5.25,S,4,5.94252573093399
Survived,male,Yes,11,Master,First,B,port,120,20,S,5,8.64417344331741
Survived,male,Yes,0.42,Master,Third,UNK,UNK,8.5167,2.129175,C,3,6.34953629923984
Survived,male,No,27,Mr,Third,UNK,UNK,6.975,2.325,S,2,0.963874745648354
Perished,male,No,31,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,2.45761840837076
Perished,male,No,39,Mr,First,A,port,61.9792,20.6597333333333,S,2,9.62343784747645
Perished,female,Yes,18,Miss,Third,UNK,UNK,7.775,2.59166666666667,S,2,9.88582196878269
Perished,male,No,39,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,9.38089780509472
Survived,female,Yes,33,Mrs,First,E,port,53.1,13.275,S,3,1.87367130769417
Perished,male,No,26,Mr,Third,UNK,UNK,7.8875,2.62916666666667,S,2,3.61313379369676
Perished,male,No,39,Mr,Third,UNK,UNK,24.15,8.05,S,2,8.48585767205805
Perished,male,No,35,Mr,Second,UNK,UNK,10.5,3.5,S,2,6.24861501390114
Perished,female,Yes,6,Miss,Third,UNK,UNK,31.275,3.475,S,8,5.12257872382179
Perished,male,No,30.5,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,9.12007321370766
Perished,male,No,30,Mr,First,B,port,61.9792,20.6597333333333,S,2,3.41542448382825
Perished,female,Yes,23,Miss,Third,UNK,UNK,7.925,2.64166666666667,S,2,4.9475486506708
Perished,male,No,31,Mr,Second,UNK,UNK,37.0042,7.40084,C,4,4.25530150299892
Perished,male,No,43,Mr,Third,UNK,UNK,6.45,2.15,S,2,5.24100204929709
Perished,male,Yes,10,Master,Third,UNK,UNK,27.9,3.4875,S,7,1.84200696414337
Survived,female,Yes,52,Mrs,First,B,starboard,93.5,18.7,S,4,0.576794915832579
Survived,male,No,27,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,2.18768335646018
Perished,male,No,38,Noble,First,UNK,UNK,61.9792,20.6597333333333,S,2,2.38956285640597
Survived,female,Yes,27,Mrs,Third,E,starboard,12.475,3.11875,S,3,6.43411692231894
Perished,male,Yes,2,Master,Third,UNK,UNK,39.6875,4.9609375,S,7,5.27213712455705
Perished,male,No,30,Mr,Third,UNK,UNK,6.95,2.31666666666667,Q,2,2.89435983402655
Perished,male,No,30,Mr,Third,UNK,UNK,56.4958,18.8319333333333,S,2,3.15600208705291
Survived,male,Yes,1,Master,Second,UNK,UNK,37.0042,7.40084,C,4,7.34773393254727
Survived,male,No,30,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,7.46981663629413
Survived,female,Yes,62,Mrs,First,B,port,80,26.6666666666667,S,2,3.01443029427901
Survived,female,Yes,15,Mrs,Third,UNK,UNK,14.4542,3.61355,C,3,2.43195206392556
Survived,male,Yes,0.83,Master,Second,UNK,UNK,18.75,3.75,S,4,4.8071240237914
Perished,male,No,30,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,1.22884402284399
Perished,male,No,23,Mr,Third,UNK,UNK,7.8542,2.61806666666667,S,2,5.62140685971826
Perished,male,No,18,Mr,Third,UNK,UNK,8.3,2.76666666666667,S,2,6.5642916620709
Survived,female,Yes,39,Miss,First,E,starboard,83.1583,16.63166,C,4,8.92449632752687
Perished,male,No,21,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,6.74180469242856
Perished,male,No,30,Mr,Third,UNK,UNK,8.05,2.68333333333333,S,2,3.44573369482532
Survived,male,No,32,Mr,Third,UNK,UNK,56.4958,18.8319333333333,S,2,0.0941159809008241
Survived,male,No,30,Mr,First,C,starboard,29.7,9.9,C,2,3.08200979139656
Perished,male,No,20,Mr,Third,UNK,UNK,7.925,2.64166666666667,S,2,1.15707241697237
Perished,male,No,16,Mr,Second,UNK,UNK,10.5,3.5,S,2,6.88477967865765
Survived,female,Yes,30,Miss,First,UNK,UNK,31,10.3333333333333,C,2,7.00570656452328
Perished,male,No,34.5,Mr,Third,UNK,UNK,6.4375,2.14583333333333,C,2,1.34436576394364
Perished,male,No,17,Mr,Third,UNK,UNK,8.6625,2.8875,S,2,5.17350289737806
Perished,male,No,42,Mr,Third,UNK,UNK,7.55,2.51666666666667,S,2,0.514629126992077
Perished,male,No,30,Mr,Third,UNK,UNK,69.55,6.32272727272727,S,10,3.78770856186748
Perished,male,No,35,Mr,Third,UNK,UNK,7.8958,2.63193333333333,C,2,5.2246749214828
Perished,male,No,28,Noble,Second,UNK,UNK,33,8.25,S,3,4.79767500888556
Survived,female,Yes,35,Mrs,First,C,port,89.1042,22.27605,C,3,5.45515388716012
Perished,male,Yes,4,Master,Third,UNK,UNK,31.275,3.475,S,8,9.48653662344441
Perished,male,No,74,Mr,Third,UNK,UNK,7.775,2.59166666666667,S,2,5.97093306249008
Perished,female,Yes,9,Miss,Third,UNK,UNK,15.2458,3.04916,C,4,3.30530517501757
Survived,female,Yes,16,Miss,First,D,port,39.4,9.85,S,3,3.41134188929573
Perished,female,Yes,44,Mrs,Second,UNK,UNK,26,6.5,S,3,7.97362302895635
Survived,female,Yes,18,Mrs,Third,UNK,UNK,9.35,2.3375,S,3,5.13047725427896
Survived,female,Yes,45,Mrs,First,UNK,UNK,164.8667,32.97334,S,4,6.17720162961632
Survived,male,No,51,Mr,First,E,starboard,26.55,8.85,S,2,7.92414361378178
Survived,female,Yes,24,Mrs,Third,UNK,UNK,19.2583,3.20971666666667,C,5,4.5456709782593
Perished,male,No,30,Mr,Third,UNK,UNK,7.2292,2.40973333333333,C,2,6.93435367429629
Perished,male,No,41,Mr,Third,UNK,UNK,14.1083,2.82166,S,4,0.464623447041959
Perished,male,No,21,Mr,Second,UNK,UNK,11.5,2.875,S,3,3.10513062402606
Survived,female,Yes,48,Mrs,First,D,starboard,25.9292,8.64306666666667,S,2,9.78920295136049
Perished,female,Yes,21,Miss,Third,UNK,UNK,69.55,6.32272727272727,S,10,6.20895442320034
Perished,male,No,24,Mr,Second,UNK,UNK,13,4.33333333333333,S,2,5.36860957043245
Survived,female,Yes,42,Mrs,Second,UNK,UNK,13,4.33333333333333,S,2,5.08394945180044
Survived,female,Yes,27,Miss,Second,UNK,UNK,13.8583,3.464575,C,3,3.60452733002603
Perished,male,No,31,Mr,First,A,port,50.4958,16.8319333333333,S,2,9.42564794560894
Perished,male,No,30,Mr,Third,UNK,UNK,9.5,3.16666666666667,S,2,0.0529964850284159
Survived,male,Yes,4,Master,Third,UNK,UNK,11.1333,2.22666,S,4,2.14658606331795
Perished,male,No,26,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,5.755980766844
Survived,female,Yes,47,Mrs,First,D,starboard,52.5542,10.51084,S,4,9.34803801821545
Perished,male,No,33,Mr,First,B,starboard,5,1.66666666666667,S,2,8.00354135688394
Perished,male,No,47,Mr,Third,UNK,UNK,9,3,S,2,4.78492772206664
Survived,female,Yes,28,Mrs,Second,UNK,UNK,24,6,C,3,6.78931936388835
Survived,female,Yes,15,Miss,Third,UNK,UNK,7.225,2.40833333333333,C,2,6.10928614623845
Perished,male,No,20,Mr,Third,UNK,UNK,9.8458,3.28193333333333,S,2,6.80087618995458
Perished,male,No,19,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,1.65104669751599
Perished,male,No,30,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,3.35655523231253
Survived,female,Yes,56,Mrs,First,C,port,83.1583,20.789575,C,3,2.02466349350289
Survived,female,Yes,25,Mrs,Second,UNK,UNK,26,6.5,S,3,2.40600086050108
Perished,male,No,33,Mr,Third,UNK,UNK,7.8958,2.63193333333333,S,2,2.4618179583922
Perished,female,Yes,22,Miss,Third,UNK,UNK,10.5167,3.50556666666667,S,2,9.41744069801643
Perished,male,No,28,Mr,Second,UNK,UNK,10.5,3.5,S,2,2.95832170173526
Perished,male,No,25,Mr,Third,UNK,UNK,7.05,2.35,S,2,6.42254539532587
Perished,female,Yes,39,Mrs,Third,UNK,UNK,29.125,3.640625,Q,7,6.40339673496783
Perished,male,No,27,Noble,Second,UNK,UNK,13,4.33333333333333,S,2,6.60113400779665
Survived,female,Yes,19,Miss,First,B,port,30,10,S,2,3.897224732209
Perished,female,Yes,21,Miss,Third,UNK,UNK,23.45,3.90833333333333,S,5,6.28863527672365
Survived,male,No,26,Mr,First,C,port,30,10,C,2,4.80003893608227
Perished,male,No,32,Mr,Third,UNK,UNK,7.75,2.58333333333333,Q,2,1.73467355081812
